Topic,Asset,Interval,Target param,RF_R2,RF_RMSE,Target_Std
National security/Immigration,X_BTCUSD,15m,Vol,-0.10935250252404316,0.00012114473048576272,0.00011501904156722094
National security/Immigration,X_BTCUSD,30m,Vol,-0.010227465784459211,8.568987881220898e-05,8.525501648656776e-05
National security/Immigration,X_BTCUSD,1h,Vol,0.039657545866895405,5.932391936235029e-05,6.053642525169796e-05
National security/Immigration,X_BTCUSD,1d,Vol,-0.10599539372642663,1.0121493876788758e-05,9.624273531754668e-06
National security/Immigration,CL,5m,Vol,-0.4241081779198981,0.0004702996551170237,0.00039409703738484163
National security/Immigration,CL,15m,Vol,-0.2385365679981586,0.00022958835287892888,0.00020629819847816714
National security/Immigration,CL,30m,Vol,-1.5214300413588493,0.00022227019757445492,0.00013997735217446627
National security/Immigration,CL,1h,Vol,-0.3562695987853479,0.00017378212705275166,0.0001492217383858027
National security/Immigration,CL,1d,Vol,-0.1988551696653318,3.0968498665167284e-05,2.828373707109984e-05
National security/Immigration,ES,5m,Vol,-1.6017532637494387,9.859093703762764e-05,6.112289844526669e-05
National security/Immigration,ES,15m,Vol,-0.4440619874044862,3.603983934776576e-05,2.999092966850424e-05
National security/Immigration,ES,30m,Vol,0.08290475578747047,3.380463577676885e-05,3.5299539544841986e-05
National security/Immigration,ES,1h,Vol,0.0737858597089277,1.9424310908120242e-05,2.0183195054488145e-05
National security/Immigration,ES,1d,Vol,0.8473619403281554,1.1421270749435676e-06,2.9233647679206236e-06
National security/Immigration,YM,5m,Vol,-1.1452831222486117,0.00010455366721287,7.138335605696637e-05
National security/Immigration,YM,15m,Vol,-0.033076592481784184,4.832382802840798e-05,4.754392908032264e-05
National security/Immigration,YM,30m,Vol,0.09314343975963868,3.53957451163332e-05,3.716907554070285e-05
National security/Immigration,YM,1h,Vol,0.12067479572199291,2.108946406812774e-05,2.249006873020538e-05
National security/Immigration,YM,1d,Vol,0.20116736664058898,5.407111845582474e-06,6.049750358687914e-06
National security/Immigration,ZN,5m,Vol,-0.29302720751397193,2.964692350656734e-05,2.6072087272053872e-05
National security/Immigration,ZN,15m,Vol,-1.4891131393166916,2.248933676401121e-05,1.4254576830466175e-05
National security/Immigration,ZN,30m,Vol,-0.6696257381060233,4.258210492183856e-05,3.295471500841191e-05
National security/Immigration,ZN,1h,Vol,-13.036284240907747,5.834953175804397e-05,1.5574399052282768e-05
National security/Immigration,ZN,1d,Vol,-5.051303182484948,4.786868790676108e-05,1.9459293445635427e-05
National security/Immigration,I_NDX,5m,Vol,-0.269956142235962,0.00015196571221614993,0.00013485009239762094
National security/Immigration,I_NDX,15m,Vol,-0.31833429820365633,6.474554133174288e-05,5.638935030237329e-05
National security/Immigration,I_NDX,30m,Vol,-0.5672790750244034,4.3450178549201024e-05,3.4707105647626266e-05
National security/Immigration,I_NDX,1h,Vol,-0.4907928533658983,2.503320641476546e-05,2.0502547622947638e-05
National security/Immigration,I_NDX,1d,Vol,0.1371734329038664,1.1184151495793102e-05,1.2040410304795748e-05
National security/Immigration,X_BTCUSD,5m,Beta,0.013668203202947038,5.113329037668285,5.148636404126819
National security/Immigration,X_BTCUSD,15m,Beta,-0.22977786411150425,1.8478043277293603,1.6662595217191343
National security/Immigration,X_BTCUSD,30m,Beta,-0.568998958695347,1.2303874952385256,0.9822693230663072
National security/Immigration,X_BTCUSD,1h,Beta,-0.42142005517314596,1.0639985060845918,0.8924415849397546
National security/Immigration,X_BTCUSD,1d,Beta,-0.4346215206450834,0.5318567883173831,0.44404403051316216
National security/Immigration,CL,5m,Beta,-0.5714288508309147,4.955377057682741,3.953023031052049
National security/Immigration,CL,15m,Beta,-0.2851335397349981,3.036174895626834,2.67825951184485
National security/Immigration,CL,30m,Beta,-0.43725973334284296,1.9900284009091673,1.659937152313452
National security/Immigration,CL,1h,Beta,-0.35296765388561546,2.123072468520602,1.8252447655051105
National security/Immigration,CL,1d,Beta,-0.5352189923908794,1.6636969493713296,1.3427311154005281
National security/Immigration,ES,5m,Beta,1.0,0.0,0.0
National security/Immigration,ES,15m,Beta,1.0,0.0,0.0
National security/Immigration,ES,30m,Beta,1.0,0.0,0.0
National security/Immigration,ES,1h,Beta,1.0,0.0,0.0
National security/Immigration,ES,1d,Beta,1.0,0.0,0.0
National security/Immigration,YM,5m,Beta,-0.3610000398697901,0.5613149929977028,0.4811467688524205
National security/Immigration,YM,15m,Beta,-0.16990937456744093,0.2800143549222599,0.2588833891437461
National security/Immigration,YM,30m,Beta,-0.20227359331951922,0.15675751496642396,0.1429640082598252
National security/Immigration,YM,1h,Beta,-0.1538756702034605,0.1412392327146659,0.1314848882119698
National security/Immigration,YM,1d,Beta,-0.11328369841541619,0.09340622550924665,0.08852641922271626
National security/Immigration,ZN,5m,Beta,-0.033592404807679666,0.597769612448926,0.5879754312219655
National security/Immigration,ZN,15m,Beta,-0.269518830687113,0.2540002239258398,0.22543146113995494
National security/Immigration,ZN,30m,Beta,-2.716624143693367,0.4690432809973317,0.24329803267647035
National security/Immigration,ZN,1h,Beta,-0.12385719298739595,0.6748009944111607,0.636531864536847
National security/Immigration,ZN,1d,Beta,-1.3005164506806346,0.1601984421089436,0.10561986711885998
National security/Immigration,I_NDX,5m,Beta,-0.18658289095149727,0.5239765646817827,0.4810196546531589
National security/Immigration,I_NDX,15m,Beta,-0.18142919179458294,0.2393774200685438,0.22023144746659745
National security/Immigration,I_NDX,30m,Beta,-0.6202738440014464,0.19700252755190556,0.15476672319949505
National security/Immigration,I_NDX,1h,Beta,-0.5420157937304038,0.163108941712248,0.1313509925843043
National security/Immigration,I_NDX,1d,Beta,-2.123338727956236,0.15164989220939534,0.08580894507029793
Tariffs,X_BTCUSD,5m,Return,-0.8981576026636509,0.0015984972444089416,0.0011602344528214143
Tariffs,X_BTCUSD,15m,Return,-0.17057286435296337,0.002400788194237334,0.002218986298685242
Tariffs,X_BTCUSD,30m,Return,-0.015662035712797007,0.003181940716063811,0.0031573118109295187
Tariffs,X_BTCUSD,1h,Return,-0.0361181082945925,0.004613094898914785,0.004531977623379659
Tariffs,X_BTCUSD,1d,Return,-0.23766752318874662,0.024927825710573382,0.022406932300072787
Tariffs,CL,5m,Return,-0.25668184049092146,0.0018793914771938643,0.0016765039590385098
Tariffs,CL,15m,Return,0.05555193587099061,0.0023214146801181566,0.0023887114215239875
Tariffs,CL,30m,Return,0.13969713060325117,0.003191160831604047,0.003440511446577892
Tariffs,CL,1h,Return,0.029386771961075864,0.0066396893072080704,0.0067394530919259845
Tariffs,CL,1d,Return,-0.16101367548162648,0.03574879416298428,0.03317742908930719
Tariffs,ES,5m,Return,-0.8841680365628843,0.00042160988646105314,0.0003071503186447136
Tariffs,ES,15m,Return,-0.12094384420508186,0.0008014018851734593,0.0007569347288859005
Tariffs,ES,30m,Return,0.041669778818946734,0.0014820287383049298,0.0015139064288848046
Tariffs,ES,1h,Return,0.04950411190278059,0.002521986218489097,0.0025868282065519476
Tariffs,ES,1d,Return,0.7851444253890346,0.003118775965503474,0.006728385489858307
Tariffs,YM,5m,Return,-0.30244982492448425,0.0003887004644639212,0.00034059209090302563
Tariffs,YM,15m,Return,-0.3070849755161362,0.0006923047874848678,0.0006055436071896385
Tariffs,YM,30m,Return,-0.2314160627253743,0.0011696358678274668,0.0010540185899061806
Tariffs,YM,1h,Return,0.045887411307002135,0.0023201620552154765,0.0023753002086119852
Tariffs,YM,1d,Return,0.17329102914307215,0.005346589816423256,0.005880314329434017
Tariffs,ZN,5m,Return,-0.38476991581532727,0.00017074678068053275,0.00014509876438476176
Tariffs,ZN,15m,Return,-0.5779506004018744,0.00024670660819186,0.0001963966524365302
Tariffs,ZN,30m,Return,-0.042421764073960144,0.0008283577780059644,0.0008113275424684837
Tariffs,ZN,1h,Return,-0.3702107582893688,0.000677392063090717,0.0005786905857402948
Tariffs,ZN,1d,Return,-0.3578699298900565,0.0022430994069490813,0.0019249499190983304
Tariffs,I_NDX,5m,Return,-0.39835090646844473,0.0008764446191131192,0.0007411675470025262
Tariffs,I_NDX,15m,Return,-0.009284631348793981,0.0018970231620570293,0.0018882774354303114
Tariffs,I_NDX,30m,Return,-0.2758295265541677,0.003001067347372591,0.0026569257458939656
Tariffs,I_NDX,1h,Return,-0.019206997209551657,0.0027677020063468128,0.0027414992428755453
Tariffs,I_NDX,1d,Return,0.03544327753118426,0.009090790302101867,0.009256307077623115
Tariffs,X_BTCUSD,5m,Vol,-0.6900624666686028,0.00023234035634653316,0.00017872004809412135
Tariffs,X_BTCUSD,15m,Vol,-0.8438626172243555,0.0001171168702258106,8.624922041229872e-05
Tariffs,X_BTCUSD,30m,Vol,-0.7166708851682104,6.91307190700989e-05,5.276276586092416e-05
Tariffs,X_BTCUSD,1h,Vol,-0.12123137713128695,4.538821800911062e-05,4.286427779104367e-05
Tariffs,X_BTCUSD,1d,Vol,-0.5861562376614817,9.106491255073127e-06,7.230662539527421e-06
Tariffs,CL,5m,Vol,0.12365268938664864,0.00014789683886685514,0.0001579867853806505
Tariffs,CL,15m,Vol,-0.042852758163537175,0.00024505395256572607,0.00023996627762178197
Tariffs,CL,30m,Vol,-0.10681190926985251,0.00014553143143723355,0.00013833111875341953
Tariffs,CL,1h,Vol,-0.048264801907108135,0.00012043053088019295,0.00011762539613623593
Tariffs,CL,1d,Vol,-0.1933951474831337,1.8731958412228202e-05,1.7147114627930178e-05
Tariffs,ES,5m,Vol,0.018567022416494217,7.578100166114167e-05,7.64944661392711e-05
Tariffs,ES,15m,Vol,-0.048369448093942724,3.2018254766583885e-05,3.12709069945912e-05
Tariffs,ES,30m,Vol,0.3313810965634899,2.6924546500457886e-05,3.292752374272891e-05
Tariffs,ES,1h,Vol,0.38035329163593656,1.5331378128503287e-05,1.9476419562328667e-05
Tariffs,ES,1d,Vol,0.969395164017585,4.048114875167626e-07,2.313970404140004e-06
Tariffs,YM,5m,Vol,0.11452334756732563,7.48356148714734e-05,7.952794748935511e-05
Tariffs,YM,15m,Vol,0.08422951886676733,3.0441353207542917e-05,3.181051014849731e-05
Tariffs,YM,30m,Vol,0.3228200957437989,2.6083019992226618e-05,3.1696101097889076e-05
Tariffs,YM,1h,Vol,0.24241415487067863,1.806659530618447e-05,2.0756799515349578e-05
Tariffs,YM,1d,Vol,0.12215765587688965,5.473164124335659e-06,5.841578384842253e-06
Tariffs,ZN,5m,Vol,-0.7751405460106806,3.729395516017791e-05,2.799123577510098e-05
Tariffs,ZN,15m,Vol,-4.028747565797026,2.885505140333944e-05,1.2867433564502851e-05
Tariffs,ZN,30m,Vol,0.052367502106343555,3.7419145315870226e-05,3.843916018545135e-05
Tariffs,ZN,1h,Vol,-0.2467267281151566,5.4479361971769315e-05,4.8791748035135286e-05
Tariffs,ZN,1d,Vol,-0.41307794202149983,3.925209610882163e-05,3.3020207264984634e-05
Tariffs,I_NDX,5m,Vol,0.27246375406864476,9.85607998443471e-05,0.00011555184969662516
Tariffs,I_NDX,15m,Vol,0.4049427437973798,3.756142370922367e-05,4.869256666048231e-05
Tariffs,I_NDX,30m,Vol,0.347499476520875,2.645704125398177e-05,3.275298168050249e-05
Tariffs,I_NDX,1h,Vol,0.05373137112909221,2.0651841657096522e-05,2.1230076805299024e-05
Tariffs,I_NDX,1d,Vol,0.3985674792759911,8.461686995422991e-06,1.0910973540174432e-05
Tariffs,X_BTCUSD,5m,Beta,-0.08091384552297076,5.673506839037061,5.457026249178422
Tariffs,X_BTCUSD,15m,Beta,-0.041231709947565864,2.0870680625915545,2.045327791260789
Tariffs,X_BTCUSD,30m,Beta,-0.23536183214649764,1.5334713928901738,1.3796806995821467
Tariffs,X_BTCUSD,1h,Beta,-0.3040141487556247,1.0064834064098114,0.8813846190418285
Tariffs,X_BTCUSD,1d,Beta,-1.1779536819315237,0.6132407274366881,0.4155341012299108
Tariffs,CL,5m,Beta,-0.25030575305885816,3.5571560145512926,3.1812280177534693
Tariffs,CL,15m,Beta,-0.23619215849455544,1.9817321125654492,1.782386789557284
Tariffs,CL,30m,Beta,-0.09787363398684645,1.1798811977833685,1.1260614805314142
Tariffs,CL,1h,Beta,-0.21504722952325483,1.1650265417749854,1.0569130002967695
Tariffs,CL,1d,Beta,-0.07985423657024593,0.9875239571037095,0.9503095027410949
Tariffs,ES,5m,Beta,1.0,0.0,0.0
Tariffs,ES,15m,Beta,1.0,0.0,0.0
Tariffs,ES,30m,Beta,1.0,0.0,0.0
Tariffs,ES,1h,Beta,1.0,0.0,0.0
Tariffs,ES,1d,Beta,1.0,0.0,0.0
Tariffs,YM,5m,Beta,-0.2953930355603065,0.7098446454126601,0.6236810258062607
Tariffs,YM,15m,Beta,-0.36994865268088173,0.27908698277493693,0.23844456937148956
Tariffs,YM,30m,Beta,-0.16412770146037747,0.1692433771989,0.15685969674757458
Tariffs,YM,1h,Beta,0.052190483203533256,0.14814936427379363,0.15217358064225184
Tariffs,YM,1d,Beta,-0.42484824119409725,0.09984754279641857,0.08364752130788677
Tariffs,ZN,5m,Beta,-0.5967518741652913,0.6877294926723175,0.5442506191663307
Tariffs,ZN,15m,Beta,-0.248681263441477,0.3354775555361523,0.30021865315716034
Tariffs,ZN,30m,Beta,-0.1946208220046799,1.4288086170462133,1.3072511142586711
Tariffs,ZN,1h,Beta,-0.27417140286805997,0.3724482106480617,0.3299529117837964
Tariffs,ZN,1d,Beta,-0.46282267222404094,0.12260303574250901,0.10136905138143015
Tariffs,I_NDX,5m,Beta,-0.8946334206914615,0.5694251412662216,0.4136890649060336
Tariffs,I_NDX,15m,Beta,-0.22513778884005187,0.2084355709218361,0.18831259510732715
Tariffs,I_NDX,30m,Beta,-0.5400845377109358,0.19057747464932828,0.15356749054191113
Tariffs,I_NDX,1h,Beta,-0.6670207241575687,0.15136347528441108,0.11723319227439656
Tariffs,I_NDX,1d,Beta,-1.4824199053503349,0.1552385723009183,0.0985285331994243
Technology,X_BTCUSD,5m,Return,-0.24282365850938503,0.0019360655844521382,0.0017366620298483986
Technology,X_BTCUSD,15m,Return,-0.8206500561397125,0.00238005145932733,0.0017638965372387466
Technology,X_BTCUSD,30m,Return,-0.38511233805545286,0.004138721554207475,0.0035166059770228935
Technology,X_BTCUSD,1h,Return,-0.15356608059377708,0.0042530373664639316,0.0039598429291663375
Technology,X_BTCUSD,1d,Return,-0.731819230134654,0.028387000996656902,0.02157089844260785
Technology,CL,5m,Return,-0.027747485461163457,0.0017343392574673238,0.0017107669168495696
Technology,CL,15m,Return,-0.01577555868467928,0.0023670813250970227,0.002348628354578262
Technology,CL,30m,Return,-0.07951428703215657,0.0044916540762653095,0.004323068375299516
Technology,CL,1h,Return,-0.3770481405043631,0.007047505102402715,0.006005661323201141
Technology,CL,1d,Return,-0.4320857177215305,0.02094437756210299,0.01750180946317286
Technology,ES,5m,Return,-0.0849780177592987,0.0003863162620185694,0.00037087923679281865
Technology,ES,15m,Return,-0.03497650629635918,0.0006542778265855709,0.000643127316759388
Technology,ES,30m,Return,-0.26099920503401797,0.0009321417296906996,0.0008300887811646322
Technology,ES,1h,Return,-0.5015252434151709,0.0023288484809268688,0.0019005308103124097
Technology,ES,1d,Return,-0.15006733467495015,0.003404285487028416,0.0031744196524998887
Technology,YM,5m,Return,-1.6068076116250616,0.0003321683318277508,0.0002057328939879062
Technology,YM,15m,Return,-0.8856463662819893,0.0006649455343340305,0.0004842347467301664
Technology,YM,30m,Return,-0.39356637701147346,0.0008701158769957023,0.000737077685724442
Technology,YM,1h,Return,-0.39791909816119686,0.0022509143288638542,0.0019037852018215068
Technology,YM,1d,Return,-1.1996336126584421,0.007286724965957984,0.004913118101500304
Technology,ZN,5m,Return,0.005112590923691873,0.0002128438080630236,0.00021338999494078533
Technology,ZN,15m,Return,-0.263035721415265,0.00017901575113337417,0.00015928813533710412
Technology,ZN,30m,Return,-0.01201994590257116,0.0003029942691257987,0.00030118953516793134
Technology,ZN,1h,Return,-0.8126468554683757,0.0007102483758625461,0.0005275378782777133
Technology,ZN,1d,Return,-0.23730828789462022,0.0023366916237739597,0.0021006922865665586
Technology,I_NDX,5m,Return,-0.5527553823923759,0.0006232348852189246,0.0005001499538452053
Technology,I_NDX,15m,Return,0.3172684334658342,0.001003754811633261,0.0012147940288560768
Technology,I_NDX,30m,Return,-0.029349931399215157,0.0020349133163998752,0.002005692700066636
Technology,I_NDX,1h,Return,0.2001760250522594,0.0020062465541940216,0.002243298648954786
Technology,I_NDX,1d,Return,-0.05936022037957178,0.007657451835562131,0.0074398202585338
Technology,X_BTCUSD,5m,Vol,-0.234325380540219,0.00019538381605681445,0.00017586270868973986
Technology,X_BTCUSD,15m,Vol,-0.2633481344862023,7.281131230790999e-05,6.477946200938112e-05
Technology,X_BTCUSD,30m,Vol,-0.7349344273266492,6.85113759223184e-05,5.201410823633625e-05
Technology,X_BTCUSD,1h,Vol,-0.4310734744491036,3.4913262302674924e-05,2.9184984385972652e-05
Technology,X_BTCUSD,1d,Vol,0.040310382764152886,7.039302850097062e-06,7.185620091173381e-06
Technology,CL,5m,Vol,-0.27032222840646725,0.0002733564541456391,0.000242533862700063
Technology,CL,15m,Vol,-0.08544903009743865,0.00011097038194595336,0.00010651293779236289
Technology,CL,30m,Vol,-0.08326041511281468,6.246337536139449e-05,6.0014889671218435e-05
Technology,CL,1h,Vol,0.2091801180547892,0.00010502924285096109,0.00011810585964650628
Technology,CL,1d,Vol,0.2377812870448769,1.1768146707238017e-05,1.3479328903632691e-05
Technology,ES,5m,Vol,-1.4633301224879363,5.242968962187506e-05,3.3405346275159516e-05
Technology,ES,15m,Vol,0.03247841122818451,2.3794246234040562e-05,2.419032032927915e-05
Technology,ES,30m,Vol,0.10795752529395641,1.3893507338100276e-05,1.4710218643663277e-05
Technology,ES,1h,Vol,0.3641477244127519,8.470964889187426e-06,1.0623185539465888e-05
Technology,ES,1d,Vol,0.9475549261083742,3.5495395150964053e-07,1.5499570522776835e-06
Technology,YM,5m,Vol,-2.885728143130989,7.346756647036106e-05,3.7270004755001975e-05
Technology,YM,15m,Vol,-1.3671257744517926,3.234609083502507e-05,2.102379604162864e-05
Technology,YM,30m,Vol,-2.087799498212377,2.4136884637417462e-05,1.3735885709083988e-05
Technology,YM,1h,Vol,-0.24090256356815387,1.1870953561594728e-05,1.0656553391107033e-05
Technology,YM,1d,Vol,0.6036344827586207,8.247144027806511e-07,1.309952797378954e-06
Technology,ZN,5m,Vol,-2.2524518517027623,4.3730592354692705e-05,2.424822326194121e-05
Technology,ZN,15m,Vol,-44.850316464339926,5.003046525714263e-05,7.38862070865269e-06
Technology,ZN,30m,Vol,-458.9106955452134,6.397603499628716e-05,2.983187604563895e-06
Technology,ZN,1h,Vol,-982.9235512457051,0.00011642032670127145,3.711488640558406e-06
Technology,ZN,1d,Vol,-39557.270463636385,7.176069494132243e-05,3.6080121229410985e-07
Technology,I_NDX,5m,Vol,-0.03090221787957792,0.00022721481128929683,0.00022378341706095944
Technology,I_NDX,15m,Vol,-0.023495927029405506,9.155773718513111e-05,9.050071103712309e-05
Technology,I_NDX,30m,Vol,-0.03449764604676697,5.00473080809932e-05,4.920576287988751e-05
Technology,I_NDX,1h,Vol,-0.2595296204208384,2.619964283373697e-05,2.3344854861847182e-05
Technology,I_NDX,1d,Vol,0.39469698153887744,7.291036646774948e-06,9.371365173073804e-06
Technology,X_BTCUSD,5m,Beta,0.07844939557485509,2.993681189754668,3.1185014792569006
Technology,X_BTCUSD,15m,Beta,-0.7414644600541529,1.3622587250359242,1.0322913549018515
Technology,X_BTCUSD,30m,Beta,-1.4875286682729731,0.8826289079940662,0.5596211248908237
Technology,X_BTCUSD,1h,Beta,-0.18853628535826683,0.6747472675445091,0.6189205631058435
Technology,X_BTCUSD,1d,Beta,-1.7010664880389705,0.48378291753881786,0.294362777378406
Technology,CL,5m,Beta,-0.5847656719810037,6.194523604465433,4.920682962710012
Technology,CL,15m,Beta,-0.21815588463525115,1.5610957002396582,1.4144190395944765
Technology,CL,30m,Beta,-0.42366637751456926,1.4100302657134043,1.1817464883993576
Technology,CL,1h,Beta,-0.0618853777700068,1.4000346144646931,1.3586260988603296
Technology,CL,1d,Beta,-0.4122170052018366,1.6904113168848598,1.4224652746994102
Technology,ES,5m,Beta,1.0,0.0,0.0
Technology,ES,15m,Beta,1.0,0.0,0.0
Technology,ES,30m,Beta,1.0,0.0,0.0
Technology,ES,1h,Beta,1.0,0.0,0.0
Technology,ES,1d,Beta,1.0,0.0,0.0
Technology,YM,5m,Beta,-1.5523386857913586,0.6011554218992577,0.37628561572589114
Technology,YM,15m,Beta,-0.2971887162368414,0.2666491337391487,0.23412004343091747
Technology,YM,30m,Beta,-0.4776043778280319,0.27009973326832243,0.22220051988544254
Technology,YM,1h,Beta,-0.8426987688264949,0.1983358137144032,0.14610799109291422
Technology,YM,1d,Beta,-0.9197133805590854,0.09103395596020329,0.06570300301045391
Technology,ZN,5m,Beta,-0.580820799043722,0.7153452483786562,0.5689503593530083
Technology,ZN,15m,Beta,-0.15979761482449373,0.6647431039499666,0.6172523257932173
Technology,ZN,30m,Beta,-13.377733857519006,0.808864122688417,0.2133193995265754
Technology,ZN,1h,Beta,-2.999908467270847,0.42491661245897483,0.21246073713228264
Technology,ZN,1d,Beta,-0.36755036854077927,0.12775706338547788,0.10924793963707849
Technology,I_NDX,5m,Beta,-0.5165988077084209,0.6108811069355811,0.4960452994090585
Technology,I_NDX,15m,Beta,-1.4127998537412951,0.3020619764114543,0.1944622967295343
Technology,I_NDX,30m,Beta,-1.1816148428268387,0.2508720068166019,0.16984906640151856
Technology,I_NDX,1h,Beta,-2.4631102346708205,0.23043496429840168,0.1238269620324165
Technology,I_NDX,1d,Beta,-2.690549897828064,0.11403915039804638,0.05936198739107166
