Topic,Asset,Interval,Target param,word_count,hour_sin,hour_cos,return_1d_lag1,vol_1d_lag1,return_1d_sma5,vol_1d_sma5,topic_sentiment
Federal politics,I_NDX,1h,Return,0.07446768765884684,0.05976154368296587,0.08495128915275801,0.1982391518058651,0.1425943497245127,0.1850163697737119,0.16810956138929817,0.08686004681204137
Federal politics,I_NDX,1d,Return,0.0259815327287035,0.017158652563456923,0.01983460722836774,0.3120369520562026,0.08122974329776378,0.43665338732891384,0.08252249591167468,0.024582628884917086
Federal politics,X_BTCUSD,5m,Vol,0.14551520298820805,0.07793308222920098,0.08086643907196402,0.1575364444960543,0.06862250664809731,0.17089673627349367,0.1480813888263895,0.15054819946659218
Federal politics,X_BTCUSD,15m,Vol,0.13145483286183987,0.07480381269631799,0.09442709542660019,0.1538250335840298,0.06019195484115965,0.1722882041768556,0.17640939078969048,0.13659967562350642
Federal politics,X_BTCUSD,30m,Vol,0.11786183145424026,0.07306784766872228,0.09438146053814579,0.18734980382814848,0.05612804394696554,0.16211600084610375,0.19790021755248596,0.11119479416518793
Federal politics,X_BTCUSD,1h,Vol,0.13283158290568445,0.07161926059569651,0.08834761422883591,0.18057131033870777,0.04776304642680228,0.1643526991531645,0.2167937652364231,0.09772072111468556
Federal politics,X_BTCUSD,1d,Vol,0.08713898852444114,0.04897702798932279,0.0682417211152258,0.13622723321991784,0.06807254978774882,0.34686401749944445,0.16942368452721657,0.0750547773366827
Federal politics,CL,5m,Vol,0.12594486180068035,0.07687560394248164,0.08564123657237299,0.23041707592265456,0.056881556083451607,0.15815713555549424,0.11166573529385057,0.1544167948290141
Federal politics,CL,15m,Vol,0.14309500433002315,0.07691100300007189,0.08131320554384214,0.18351661070565858,0.05034740652681481,0.15200391753719103,0.14167786511355085,0.1711349872428475
Federal politics,CL,30m,Vol,0.1650463572011712,0.12373639964175881,0.07560189076005437,0.14364795987001386,0.025700875916749952,0.1238041802877297,0.13019285852967755,0.21226947779284466
Federal politics,CL,1h,Vol,0.17899522516388805,0.10685474274332724,0.06523946025514007,0.23752900078224334,0.05438429365544396,0.11067960223935941,0.10791044000801034,0.1384072351525876
Federal politics,CL,1d,Vol,0.09118652992648901,0.03880839164839167,0.03225041696064113,0.39172475381300975,0.04775063612488148,0.20993199222912723,0.11533037829685668,0.0730169010006031
Federal politics,ES,5m,Vol,0.062416611498154397,0.08205167540835115,0.04294330009935649,0.07717753024478236,0.20143611625570798,0.10797194121520981,0.338447561465245,0.08755526381319285
Federal politics,ES,15m,Vol,0.051659731193539525,0.06603749229470912,0.04355989981946802,0.06356630719254064,0.2986086328728407,0.06647729099833365,0.33496330253575396,0.0751273430928145
