timestamp_utc,timestamp_ms,open,high,low,close,volume
2026-03-19 00:00:00,1773878400000,6622.75,6635,6558,6593.5,13466
2026-03-18 00:00:00,1773792000000,6622,6644.5,6561.75,6619,227877
2026-03-17 00:00:00,1773705600000,6722.5,6762.25,6604,6613.25,205542
2026-03-16 00:00:00,1773619200000,6700,6757.5,6665.25,6723,239065
2026-03-15 00:00:00,1773532800000,6608.5,6734.25,6608.5,6699.25,798814
2026-03-12 00:00:00,1773273600000,6684.25,6737.5,6625,6625.25,1741409
2026-03-11 00:00:00,1773187200000,6766,6769.5,6671.75,6685.25,1828466
2026-03-10 00:00:00,1773100800000,6796.75,6822.5,6749.75,6769.75,1508796
2026-03-09 00:00:00,1773014400000,6800.75,6852,6762.5,6797.25,1811043
2026-03-08 00:00:00,1772928000000,6685.5,6818.5,6584.5,6793.75,2156504
2026-03-05 00:00:00,1772668800000,6826,6854,6715.75,6740,1819052
2026-03-04 00:00:00,1772582400000,6883.25,6900.75,6777,6824.75,1823017
2026-03-03 00:00:00,1772496000000,6813.25,6894,6773.5,6879,1492444
2026-03-02 00:00:00,1772409600000,6883.5,6886,6718.75,6814,2184809
2026-03-01 00:00:00,1772323200000,6820,6911.25,6768.5,6884.5,1772973
2026-02-26 00:00:00,1772064000000,6899,6915.5,6841.5,6875.25,1572686
2026-02-25 00:00:00,1771977600000,6965,6970.75,6870.75,6903.75,1488435
2026-02-24 00:00:00,1771891200000,6900.25,6983.75,6892.25,6975.5,997882
2026-02-23 00:00:00,1771804800000,6858.25,6912.75,6828.5,6900,1276037
2026-02-22 00:00:00,1771718400000,6918,6930.25,6832.75,6858.25,1408517
2026-02-19 00:00:00,1771459200000,6874.25,6931.5,6847.25,6924.75,1735023
2026-02-18 00:00:00,1771372800000,6891.75,6912.5,6847.75,6872.25,1233662
2026-02-17 00:00:00,1771286400000,6862.75,6925.75,6848.75,6892,1281600
2026-02-15 00:00:00,1771113600000,6852.5,6885.5,6791,6862.25,1777525
2026-02-12 00:00:00,1770854400000,6865.5,6897.75,6808.75,6845.25,1722320
2026-02-11 00:00:00,1770768000000,6964.5,6992.75,6842,6861.75,1991332
2026-02-10 00:00:00,1770681600000,6971.5,7011.5,6931,6963,1450674
2026-02-09 00:00:00,1770595200000,6985,7006.5,6957,6970.5,1136410
2026-02-08 00:00:00,1770508800000,6960.25,7000.5,6921,6984,1139110
2026-02-05 00:00:00,1770249600000,6785.5,6965.5,6751.5,6945.75,1714919
2026-02-04 00:00:00,1770163200000,6915.5,6935.25,6785,6788.75,2035413
2026-02-03 00:00:00,1770076800000,6934,6965.75,6862.5,6928.5,2070190
2026-02-02 00:00:00,1769990400000,7004.25,7027.25,6886.25,6938.75,1875777
2026-02-01 00:00:00,1769904000000,6938.5,7017.25,6864.5,7003.25,1432908
2026-01-29 00:00:00,1769644800000,6992.75,6995,6917.5,6961.25,1949287
2026-01-28 00:00:00,1769558400000,7021.5,7029.5,6898.25,6989.75,1886716
2026-01-27 00:00:00,1769472000000,7010.25,7043,6977.25,7016.75,1143996
2026-01-26 00:00:00,1769385600000,6977,7018.5,6972,7009.5,924049
2026-01-25 00:00:00,1769299200000,6904,6995.5,6879,6977,1004674
2026-01-22 00:00:00,1769040000000,6938,6964,6924.75,6933.75,1171395
2026-01-21 00:00:00,1768953600000,6920,6969,6911.25,6940.25,1275532
