timestamp_utc,timestamp_ms,open,high,low,close,volume
2024-12-19 00:00:00,1734566400000,5879.5,5879.5,5800.75,5840.75,20379
2024-12-18 00:00:00,1734480000000,5881.75,5938,5865.5,5875,249856
2024-12-17 00:00:00,1734393600000,6053.5,6074.5,5840,5872.25,370645
2024-12-16 00:00:00,1734307200000,6077,6079.25,6040.75,6052,336519
2024-12-15 00:00:00,1734220800000,6055.5,6090.5,6051.5,6076.5,451208
2024-12-12 00:00:00,1733961600000,6065,6085.25,6041.25,6051.25,1158590
2024-12-11 00:00:00,1733875200000,6087.5,6088.25,6055.5,6058.75,1323954
2024-12-10 00:00:00,1733788800000,6052.75,6102.5,6045.5,6087.25,1165421
2024-12-09 00:00:00,1733702400000,6065.25,6075.25,6039.75,6052.75,1241687
2024-12-08 00:00:00,1733616000000,6096.25,6105.75,6060,6063.25,1258722
2024-12-05 00:00:00,1733356800000,6085.5,6111,6076,6096.75,1069346
2024-12-04 00:00:00,1733270400000,6095.25,6107.25,6081.5,6085.75,1036269
2024-12-03 00:00:00,1733184000000,6067,6102.25,6063,6095.5,1043841
2024-12-02 00:00:00,1733097600000,6064,6070.75,6047.5,6066.75,920768
2024-12-01 00:00:00,1733011200000,6051.5,6068.5,6036,6063,929487
2024-11-27 00:00:00,1732665600000,6015,6060,6014.75,6051.5,784481
2024-11-26 00:00:00,1732579200000,6041.75,6047,6000.25,6015.5,1084817
2024-11-25 00:00:00,1732492800000,6013.25,6044,5976.25,6041.5,1259000
2024-11-24 00:00:00,1732406400000,6006,6040,5982.5,6012.75,1527846
2024-11-21 00:00:00,1732147200000,5967,5993.5,5940.75,5991,1461523
2024-11-20 00:00:00,1732060800000,5937.25,5985,5905.25,5966.5,1777236
2024-11-19 00:00:00,1731974400000,5937.75,5957.75,5880,5939.75,1509842
2024-11-18 00:00:00,1731888000000,5919,5947.5,5855,5937.5,1534736
2024-11-17 00:00:00,1731801600000,5899.75,5933,5886.5,5918.75,1258264
2024-11-14 00:00:00,1731542400000,5972,5974.25,5876.75,5900,1838995
2024-11-13 00:00:00,1731456000000,6017.75,6025.25,5964.25,5974.25,1470847
2024-11-12 00:00:00,1731369600000,6012.25,6035.25,5991.75,6018.25,1360009
2024-11-11 00:00:00,1731283200000,6029.25,6036.5,5986.75,6012.25,1324473
2024-11-10 00:00:00,1731196800000,6030,6053.25,6013.5,6028.5,1012763
2024-11-07 00:00:00,1730937600000,6007.75,6040.5,5990.25,6023.5,1058723
2024-11-06 00:00:00,1730851200000,5963.5,6013,5951,6006.5,1209868
2024-11-05 00:00:00,1730764800000,5820.25,5967,5814.75,5966.25,1900812
2024-11-04 00:00:00,1730678400000,5752.25,5823.25,5735,5822.25,1140254
2024-11-03 00:00:00,1730592000000,5741.75,5776.5,5724.25,5749,1273164
2024-10-31 00:00:00,1730332800000,5742,5803.75,5732.5,5759.25,1516489
2024-10-30 00:00:00,1730246400000,5840,5844,5733.25,5738.5,1866447
2024-10-29 00:00:00,1730160000000,5883,5893,5840.25,5845.25,1282138
2024-10-28 00:00:00,1730073600000,5867,5883.75,5837.5,5878,1135051
2024-10-27 00:00:00,1729987200000,5857,5884.5,5857,5864.25,985230
2024-10-24 00:00:00,1729728000000,5853.25,5900.75,5835,5841.5,1295386
2024-10-23 00:00:00,1729641600000,5844,5870,5822.5,5852.75,1116645
2024-10-22 00:00:00,1729555200000,5887.25,5893.75,5801,5842,1404919
2024-10-21 00:00:00,1729468800000,5900.75,5904.25,5861.25,5887,994781
2024-10-20 00:00:00,1729382400000,5911.5,5915.5,5865,5898.75,1019423
2024-10-17 00:00:00,1729123200000,5888.25,5915.5,5876.25,5907.5,880467
2024-10-16 00:00:00,1729036800000,5882.75,5927.25,5871.25,5887.5,1163220
2024-10-15 00:00:00,1728950400000,5861,5892.75,5853.25,5883.75,887122
2024-10-14 00:00:00,1728864000000,5914.25,5915.5,5850,5860.75,1276558
2024-10-13 00:00:00,1728777600000,5854.5,5918.5,5850,5913.75,841430
2024-10-10 00:00:00,1728518400000,5831,5868.25,5816,5853.25,956045
2024-10-09 00:00:00,1728432000000,5836,5844,5811.5,5831,1057130
2024-10-08 00:00:00,1728345600000,5799.25,5846.5,5780.75,5836.5,1055904
2024-10-07 00:00:00,1728259200000,5752.5,5806.75,5725.25,5798.25,1085881
2024-10-06 00:00:00,1728172800000,5802,5808,5734.25,5750,1138694
2024-10-03 00:00:00,1727913600000,5745.75,5804.75,5741,5795.5,1375885
2024-10-02 00:00:00,1727827200000,5769.5,5772.75,5725.75,5744,1362601
2024-10-01 00:00:00,1727740800000,5760.25,5773.25,5724,5770,1190491
2024-09-30 00:00:00,1727654400000,5807,5822.5,5733,5758.25,1854538
2024-09-29 00:00:00,1727568000000,5784,5820.25,5756.25,5806.25,1353434
2024-09-26 00:00:00,1727308800000,5804.25,5821.5,5782,5785.75,1181898
2024-09-25 00:00:00,1727222400000,5783.5,5830,5778.25,5803.75,1275124
2024-09-24 00:00:00,1727136000000,5792.25,5798.75,5768,5783.25,973085
2024-09-23 00:00:00,1727049600000,5774,5794.25,5754.75,5792.75,1112379
2024-09-22 00:00:00,1726963200000,5762,5784.5,5745.25,5774.75,1013952
2024-09-19 00:00:00,1726704000000,5776,5776.75,5733.5,5758.25,1431283
2024-09-18 00:00:00,1726617600000,5693,5797.5,5691,5774.5,1498956
2024-09-17 00:00:00,1726531200000,5701,5755.75,5675.25,5689.75,1445385
2024-09-16 00:00:00,1726444800000,5694.25,5737,5677.75,5701.25,1115931
2024-09-15 00:00:00,1726358400000,5684,5702.75,5669.5,5694.75,645285
2024-09-12 00:00:00,1726099200000,5659,5702.25,5658,5687.5,292891
2024-09-11 00:00:00,1726012800000,5617.5,5667,5600.25,5656,113963
2024-09-10 00:00:00,1725926400000,5557.5,5627,5470,5617.5,57792
2024-09-09 00:00:00,1725840000000,5546.25,5564.5,5506.5,5558.5,30284
2024-09-08 00:00:00,1725753600000,5463.5,5552,5463,5545.25,23424
2024-09-05 00:00:00,1725494400000,5571,5590.5,5451.25,5459.75,40595
2024-09-04 00:00:00,1725408000000,5586.75,5616.5,5548.5,5570.5,18291
2024-09-03 00:00:00,1725321600000,5600,5624.25,5566.5,5586.25,23334
2024-09-01 00:00:00,1725148800000,5719,5730.5,5576.25,5597.25,6055
2024-08-29 00:00:00,1724889600000,5680.5,5726.5,5655,5718.25,2461
2024-08-28 00:00:00,1724803200000,5643,5725,5621.75,5678.75,4073
2024-08-27 00:00:00,1724716800000,5705,5710.75,5636.25,5654,1861
2024-08-26 00:00:00,1724630400000,5685.75,5709.75,5673,5704,1937
2024-08-25 00:00:00,1724544000000,5713,5729.25,5680.5,5689.5,2166
2024-08-22 00:00:00,1724284800000,5660.25,5723,5660.25,5711,2997
2024-08-21 00:00:00,1724198400000,5705.75,5724.75,5643.25,5659,1948
2024-08-20 00:00:00,1724112000000,5680.25,5715.5,5673.5,5700.75,1232
2024-08-19 00:00:00,1724025600000,5690,5704,5668.5,5680.25,965
2024-08-18 00:00:00,1723939200000,5649,5690.5,5625.25,5687.75,778
2024-08-15 00:00:00,1723680000000,5626.75,5645.75,5596.5,5640,835
2024-08-14 00:00:00,1723593600000,5538,5630.25,5529.75,5627,1109
2024-08-13 00:00:00,1723507200000,5514,5544.25,5496,5538.5,984
2024-08-12 00:00:00,1723420800000,5427,5516,5424.75,5511,1407
2024-08-11 00:00:00,1723334400000,5425.5,5451,5405.75,5424,1043
2024-08-08 00:00:00,1723075200000,5408.25,5441,5376,5418,2036
2024-08-07 00:00:00,1722988800000,5262.5,5414,5235.5,5407,2080
2024-08-06 00:00:00,1722902400000,5299.25,5413,5250,5255,1461
2024-08-05 00:00:00,1722816000000,5306.25,5395.5,5274,5298.25,1981
2024-08-04 00:00:00,1722729600000,5392,5397,5169,5299.25,5111
2024-08-01 00:00:00,1722470400000,5526.25,5527,5387.75,5412.25,4630
