timestamp_utc,timestamp_ms,open,high,low,close,volume
2026-03-19 00:00:00,1773878400000,95,99.67,93.42,98.81,9748
2026-03-18 00:00:00,1773792000000,99.13,101.48,92.8,95.2,24523
2026-03-17 00:00:00,1773705600000,96,100.55,91.96,99.82,79092
2026-03-16 00:00:00,1773619200000,94.41,98.42,93.83,96.02,188080
2026-03-15 00:00:00,1773532800000,100.93,102.44,92.93,94.22,329800
2026-03-12 00:00:00,1773273600000,96.74,99.32,92.04,99.31,320766
2026-03-11 00:00:00,1773187200000,89.32,97.19,88.61,96.39,417634
2026-03-10 00:00:00,1773100800000,86.89,88.99,81.79,88.41,411187
2026-03-09 00:00:00,1773014400000,85.75,91.48,76.73,86.39,630645
2026-03-08 00:00:00,1772928000000,98,119.48,81.19,85.08,868925
2026-03-05 00:00:00,1772668800000,79.08,92.61,78.24,91.31,657203
2026-03-04 00:00:00,1772582400000,76.15,82.16,74.97,78.87,505041
2026-03-03 00:00:00,1772496000000,74.74,77.23,73.28,76.11,441517
2026-03-02 00:00:00,1772409600000,71.23,77.98,70.41,74.8,697590
2026-03-01 00:00:00,1772323200000,75,75.33,69.2,71.03,605813
2026-02-26 00:00:00,1772064000000,65.35,67.83,64.85,67.29,289304
2026-02-25 00:00:00,1771977600000,65.65,66.71,63.6,65.47,343453
2026-02-24 00:00:00,1771891200000,66.07,66.6,65.12,65.57,192984
2026-02-23 00:00:00,1771804800000,66.31,67.15,65.55,66.08,206835
2026-02-22 00:00:00,1771718400000,65.89,67.28,65.38,66.29,165695
2026-02-19 00:00:00,1771459200000,66.72,67.03,65.81,66.31,197580
2026-02-18 00:00:00,1771372800000,64.97,66.9,64.77,66.67,239982
2026-02-17 00:00:00,1771286400000,62.2,65.43,62.04,64.94,212143
2026-02-15 00:00:00,1771113600000,63.04,63.96,61.76,62.21,160721
2026-02-12 00:00:00,1770854400000,62.81,63.09,62,62.68,73392
2026-02-11 00:00:00,1770768000000,64.71,64.93,62.23,62.74,69077
2026-02-10 00:00:00,1770681600000,63.99,65.61,63.97,64.73,61743
2026-02-09 00:00:00,1770595200000,64.26,64.53,63.5,64.03,41831
2026-02-08 00:00:00,1770508800000,62.81,64.64,62.44,64.24,42670
2026-02-05 00:00:00,1770249600000,62.94,64.3,62.02,63.29,58830
2026-02-04 00:00:00,1770163200000,64.1,64.29,62.37,62.88,45015
2026-02-03 00:00:00,1770076800000,63.38,65.07,62.48,64.1,66900
2026-02-02 00:00:00,1769990400000,61.89,63.75,60.71,63.49,47474
2026-02-01 00:00:00,1769904000000,64.24,64.3,61,61.9,54158
2026-01-29 00:00:00,1769644800000,65.06,65.6,63.21,65.16,49030
2026-01-28 00:00:00,1769558400000,63.15,65.99,62.91,65.03,66967
2026-01-27 00:00:00,1769472000000,62.22,63.2,61.77,63.14,40905
2026-01-26 00:00:00,1769385600000,60.53,62.29,59.94,62.23,38451
2026-01-25 00:00:00,1769299200000,60.9,61.41,60.13,60.59,28686
2026-01-22 00:00:00,1769040000000,59.43,61.05,59.33,61,31848
2026-01-21 00:00:00,1768953600000,60.44,60.55,58.8,59.48,34954
2026-01-20 00:00:00,1768867200000,59.37,60.62,59.01,60.44,32014
2026-01-18 00:00:00,1768694400000,58.83,60.2,58.4,59.33,42053
2026-01-15 00:00:00,1768435200000,58.99,59.86,58.66,59.09,21868
2026-01-14 00:00:00,1768348800000,60.82,60.82,58.63,58.99,37490
2026-01-13 00:00:00,1768262400000,60.62,61.9,58.96,60.75,35204
2026-01-12 00:00:00,1768176000000,59.5,60.87,59.08,60.58,32193
2026-01-11 00:00:00,1768089600000,58.78,59.5,58.18,59.44,16814
2026-01-08 00:00:00,1767830400000,58.05,59.37,57.37,58.47,22418
2026-01-07 00:00:00,1767744000000,56.14,58.43,55.77,58.14,20251
2026-01-06 00:00:00,1767657600000,56.73,56.85,55.58,56.17,21290
2026-01-05 00:00:00,1767571200000,57.81,58.36,56.49,56.62,15733
2026-01-04 00:00:00,1767484800000,57.05,58.02,56,57.93,14654
2026-01-01 00:00:00,1767225600000,57.1,57.57,56.29,57,8426
2025-12-30 00:00:00,1767052800000,57.53,58.15,56.86,57.06,6986
2025-12-29 00:00:00,1766966400000,57.37,58.07,57.21,57.59,6514
2025-12-28 00:00:00,1766880000000,56.74,57.88,56.72,57.43,8500
2025-12-25 00:00:00,1766620800000,58.07,58.45,56.36,56.63,5869
2025-12-23 00:00:00,1766448000000,58.05,58.3,57.74,57.99,3922
2025-12-22 00:00:00,1766361600000,57.71,58.12,57.44,58.05,7728
2025-12-21 00:00:00,1766275200000,56.4,57.8,56.4,57.66,9420
2025-12-18 00:00:00,1766016000000,55.76,56.47,55.5,56.3,7742
2025-12-17 00:00:00,1765929600000,56.52,56.62,55.62,55.75,3308
2025-12-16 00:00:00,1765843200000,55.08,56.58,55.08,56.53,7048
2025-12-15 00:00:00,1765756800000,56.31,56.39,54.87,55.02,4330
2025-12-14 00:00:00,1765670400000,57.06,57.32,56.08,56.35,4816
2025-12-11 00:00:00,1765411200000,57.57,57.75,56.75,57.08,2537
2025-12-10 00:00:00,1765324800000,58.45,58.45,56.71,57.56,4131
2025-12-09 00:00:00,1765238400000,58,58.55,57.32,58.5,3493
2025-12-08 00:00:00,1765152000000,58.31,58.62,57.77,58.04,5165
2025-12-07 00:00:00,1765065600000,59.47,59.64,58.18,58.3,4532
2025-12-04 00:00:00,1764806400000,58.9,59.69,58.71,59.48,2547
2025-12-03 00:00:00,1764720000000,58.36,59.27,58.25,58.97,2892
2025-12-02 00:00:00,1764633600000,58.09,58.96,57.83,58.46,3115
2025-12-01 00:00:00,1764547200000,58.92,59.04,57.84,58.06,2806
2025-11-30 00:00:00,1764460800000,58.54,59.25,58.28,58.94,2872
2025-11-26 00:00:00,1764115200000,58.14,59.01,57.73,57.97,1470
2025-11-25 00:00:00,1764028800000,57.63,58.26,57.32,58.13,2459
2025-11-24 00:00:00,1763942400000,58.33,58.36,56.73,57.71,3463
2025-11-23 00:00:00,1763856000000,57.54,58.48,57.02,58.31,1946
2025-11-20 00:00:00,1763596800000,58.03,58.06,56.96,57.52,3274
2025-11-19 00:00:00,1763510400000,58.75,59.38,58,58.15,1719
2025-11-18 00:00:00,1763424000000,60.12,60.12,58.24,58.75,2748
2025-11-17 00:00:00,1763337600000,59.3,60.27,58.98,60.01,1742
2025-11-16 00:00:00,1763251200000,59.15,59.83,59,59.29,1176
2025-11-13 00:00:00,1762992000000,58.52,59.85,58.52,59.4,2350
2025-11-12 00:00:00,1762905600000,58.37,58.97,58.1,58.35,1687
2025-11-11 00:00:00,1762819200000,60.75,60.8,58.32,58.34,2694
2025-11-10 00:00:00,1762732800000,59.82,60.89,59.53,60.79,1393
2025-11-09 00:00:00,1762646400000,59.5,60.05,59.21,59.81,1021
2025-11-06 00:00:00,1762387200000,59.34,59.95,59.11,59.48,2523
2025-11-05 00:00:00,1762300800000,59.32,60.03,58.76,59.15,2215
2025-11-04 00:00:00,1762214400000,59.79,60.36,59.21,59.29,1018
2025-11-03 00:00:00,1762128000000,60.21,60.21,59.38,59.86,871
2025-11-02 00:00:00,1762041600000,60.22,60.58,59.78,60.22,1371
2025-10-30 00:00:00,1761782400000,59.54,60.3,59.26,59.9,1102
2025-10-29 00:00:00,1761696000000,59.64,59.97,58.94,59.55,1137
2025-10-28 00:00:00,1761609600000,59.47,60.05,59.21,59.7,1106
2025-10-27 00:00:00,1761523200000,60.18,60.18,59.06,59.47,1521
2025-10-26 00:00:00,1761436800000,60.5,60.65,59.5,60.26,811
2025-10-23 00:00:00,1761177600000,59.98,60.67,59.76,60.05,1541
2025-10-22 00:00:00,1761091200000,59.26,60.7,59.24,60.07,2117
2025-10-21 00:00:00,1761004800000,57.77,59.48,57.57,59.08,1159
2025-10-20 00:00:00,1760918400000,57.27,58.15,56.76,57.74,834
2025-10-19 00:00:00,1760832000000,57.65,57.7,56.51,57.22,831
2025-10-16 00:00:00,1760572800000,57.07,57.58,56.47,57.52,986
2025-10-15 00:00:00,1760486400000,58.25,58.45,56.88,57.03,748
2025-10-14 00:00:00,1760400000000,58.29,58.69,57.81,58.24,466
2025-10-13 00:00:00,1760313600000,59.06,59.15,57.38,58.12,1459
2025-10-12 00:00:00,1760227200000,58.93,59.3,58.56,58.98,713
2025-10-09 00:00:00,1759968000000,60.53,60.61,57.72,57.72,1494
2025-10-08 00:00:00,1759881600000,60.96,61.52,60.25,60.53,604
2025-10-07 00:00:00,1759795200000,61.06,61.55,61.01,61.13,499
2025-10-06 00:00:00,1759708800000,61.03,61.21,60.11,61.04,408
2025-10-05 00:00:00,1759622400000,60.85,61.1,60.32,60.96,633
2025-10-02 00:00:00,1759363200000,60.1,60.55,59.96,60.04,733
2025-10-01 00:00:00,1759276800000,60.75,61.39,59.82,60.01,596
2025-09-30 00:00:00,1759190400000,61.42,61.68,60.53,61.01,708
2025-09-29 00:00:00,1759104000000,61.94,62,61.08,61.33,748
2025-09-28 00:00:00,1759017600000,63.49,63.84,61.95,62.02,698
2025-09-25 00:00:00,1758758400000,63.61,64.57,63.21,63.6,1020
2025-09-24 00:00:00,1758672000000,63.14,63.56,62.73,63.55,658
2025-09-23 00:00:00,1758585600000,62.49,63.3,62.09,63.18,1128
2025-09-22 00:00:00,1758499200000,61.14,62.67,61.03,62.45,621
2025-09-21 00:00:00,1758412800000,61.48,61.85,60.86,61.41,617
2025-09-18 00:00:00,1758153600000,62.17,62.24,61.25,61.31,369
2025-09-17 00:00:00,1758067200000,62.74,63.05,62.09,62.3,390
2025-09-16 00:00:00,1757980800000,63.18,63.23,62.4,62.7,684
2025-09-15 00:00:00,1757894400000,62.49,63.43,62.11,63.26,790
2025-09-14 00:00:00,1757808000000,61.86,62.7,61.85,62.38,402
2025-09-11 00:00:00,1757548800000,61.44,62.94,61.05,61.83,845
2025-09-10 00:00:00,1757462400000,62.74,62.74,61.45,61.52,744
2025-09-09 00:00:00,1757376000000,62.18,62.89,62.1,62.75,523
2025-09-08 00:00:00,1757289600000,62.01,62.05,61.79,61.91,93
2025-09-07 00:00:00,1757203200000,61.17,62.15,61.1,61.59,766
