timestamp_utc,timestamp_ms,open,high,low,close,volume
2025-01-19 00:00:00,1737244800000,78.19,78.47,75.49,76.09,9400
2025-01-16 00:00:00,1736985600000,78.75,79.44,77.76,78.04,17491
2025-01-15 00:00:00,1736899200000,80.4,80.59,77.87,78.77,54463
2025-01-14 00:00:00,1736812800000,78.03,80.77,77.24,80.51,186561
2025-01-13 00:00:00,1736726400000,78.82,79.09,77.41,78.09,177166
2025-01-12 00:00:00,1736640000000,76.54,79.27,76.54,78.78,232608
2025-01-08 00:00:00,1736294400000,73.32,74.32,72.84,74.29,114247
2025-01-07 00:00:00,1736208000000,74.52,75.29,73.16,73.32,181261
2025-01-06 00:00:00,1736121600000,73.44,74.53,73.11,74.42,149361
2025-01-05 00:00:00,1736035200000,74.05,74.99,73.2,73.43,182239
2025-01-02 00:00:00,1735776000000,73.13,74.35,72.7,74.07,155402
2025-01-01 00:00:00,1735689600000,71.85,73.73,71.79,73.12,178453
2024-12-30 00:00:00,1735516800000,71.15,72.02,70.87,71.87,100628
2024-12-29 00:00:00,1735430400000,70.42,71.56,70.12,71.13,128362
2024-12-26 00:00:00,1735171200000,69.68,70.75,69.44,70.26,116120
2024-12-25 00:00:00,1735084800000,70.2,70.75,69.33,69.64,91829
2024-12-23 00:00:00,1734912000000,69.56,70.43,69.36,70.17,87060
2024-12-22 00:00:00,1734825600000,69.4,69.94,68.59,69.55,123391
2024-12-19 00:00:00,1734566400000,69.23,69.85,68.42,69.58,145687
2024-12-18 00:00:00,1734480000000,69.6,70.58,69.1,69.23,166814
2024-12-17 00:00:00,1734393600000,69.82,70.8,69.39,69.45,163536
2024-12-16 00:00:00,1734307200000,70.23,70.54,68.81,69.82,153654
2024-12-15 00:00:00,1734220800000,71,71,69.98,70.23,73604
2024-12-12 00:00:00,1733961600000,69.64,70.94,69.51,70.65,63377
2024-12-11 00:00:00,1733875200000,69.97,70.27,68.74,69.63,59572
2024-12-10 00:00:00,1733788800000,68.15,70.08,68.12,69.94,55921
2024-12-09 00:00:00,1733702400000,67.86,68.72,67.45,68.15,39478
2024-12-08 00:00:00,1733616000000,66.93,68.59,66.85,67.85,34251
2024-12-05 00:00:00,1733356800000,68.08,68.13,66.71,66.94,33347
2024-12-04 00:00:00,1733270400000,68.38,68.77,67.66,68.1,29491
2024-12-03 00:00:00,1733184000000,69.58,70.11,68.14,68.35,34768
2024-12-02 00:00:00,1733097600000,67.89,69.83,67.65,69.58,34988
2024-12-01 00:00:00,1733011200000,67.77,68.83,67.44,67.91,26909
2024-11-27 00:00:00,1732665600000,68.39,68.93,67.91,68.81,9748
2024-11-26 00:00:00,1732579200000,68.57,69.01,67.81,68.41,22230
2024-11-25 00:00:00,1732492800000,68.7,69.91,67.73,68.61,28221
2024-11-24 00:00:00,1732406400000,70.96,70.96,68.36,68.7,30854
2024-11-21 00:00:00,1732147200000,69.85,71.02,68.96,70.7,30261
2024-11-20 00:00:00,1732060800000,68.83,70.09,68.62,69.81,23408
2024-11-19 00:00:00,1731974400000,69.07,69.68,68.42,68.77,17607
2024-11-18 00:00:00,1731888000000,68.87,69.57,68.33,69.02,25306
2024-11-17 00:00:00,1731801600000,66.61,69.16,66.39,68.92,21604
2024-11-12 00:00:00,1731369600000,67.65,68.45,66.59,67.64,13700
2024-11-11 00:00:00,1731283200000,67.88,68.75,67.49,67.62,9371
2024-11-10 00:00:00,1731196800000,69.77,70.04,67.6,67.87,10780
2024-11-07 00:00:00,1730937600000,71.45,71.51,69.38,69.88,8786
2024-11-06 00:00:00,1730851200000,70.93,71.97,69.93,71.44,10840
2024-11-05 00:00:00,1730764800000,71.18,71.77,69.02,71.04,10901
2024-11-04 00:00:00,1730678400000,70.79,71.77,70.51,71.18,6914
2024-11-03 00:00:00,1730592000000,69.58,70.99,69.37,70.87,7696
2024-10-31 00:00:00,1730332800000,69.6,70.51,68.58,68.58,8082
2024-10-30 00:00:00,1730246400000,68.26,69.87,67.51,69.66,8494
2024-10-29 00:00:00,1730160000000,66.69,68.37,66.58,68.28,7201
2024-10-28 00:00:00,1730073600000,67.26,67.72,66.01,66.77,6895
2024-10-27 00:00:00,1729987200000,68.55,68.55,66.33,67.25,9785
2024-10-24 00:00:00,1729728000000,69.67,71.16,69.33,70.95,5552
2024-10-23 00:00:00,1729641600000,70.2,71.47,69.11,69.68,5797
2024-10-22 00:00:00,1729555200000,70.58,70.91,69.44,70.24,5882
2024-10-21 00:00:00,1729468800000,69.19,71.21,68.62,70.51,7014
2024-10-20 00:00:00,1729382400000,68.12,69.58,67.83,68.99,5588
2024-10-17 00:00:00,1729123200000,69.34,69.83,67.49,68.14,4868
2024-10-16 00:00:00,1729036800000,69.34,69.74,68.18,69.33,4529
2024-10-15 00:00:00,1728950400000,69.64,69.92,68.48,69.36,3302
2024-10-14 00:00:00,1728864000000,70.4,70.82,68.62,69.71,4533
2024-10-13 00:00:00,1728777600000,73.3,73.3,70.53,70.64,3265
2024-10-10 00:00:00,1728518400000,73.85,74.15,72.85,73.7,3791
2024-10-09 00:00:00,1728432000000,71.69,74.27,71.66,73.77,4785
2024-10-08 00:00:00,1728345600000,72.39,72.91,70.31,71.71,4216
2024-10-07 00:00:00,1728259200000,75.45,76.41,71.38,72.53,7774
2024-10-06 00:00:00,1728172800000,72.56,75.51,72.01,75.42,5972
2024-10-03 00:00:00,1727913600000,72.45,73.6,72.12,72.63,7142
2024-10-02 00:00:00,1727827200000,69.75,72.6,69.47,72.19,7808
2024-10-01 00:00:00,1727740800000,69.64,71.11,68.87,69.82,7629
2024-09-30 00:00:00,1727654400000,67.54,70.57,65.57,69.57,11893
2024-09-29 00:00:00,1727568000000,67.5,68.25,66.71,67.45,5668
2024-09-26 00:00:00,1727308800000,66.43,67.56,66.08,67.53,5445
2024-09-25 00:00:00,1727222400000,68.62,68.89,66.07,66.44,8406
2024-09-24 00:00:00,1727136000000,69.99,70.15,68.1,68.6,6848
2024-09-23 00:00:00,1727049600000,69.11,70.63,68.81,69.98,4906
2024-09-22 00:00:00,1726963200000,69.38,69.93,67.86,69.05,4159
2024-09-19 00:00:00,1726704000000,69.31,69.46,68.57,69.29,3185
2024-09-18 00:00:00,1726617600000,67.66,69.66,67.65,69.23,4902
2024-09-17 00:00:00,1726531200000,68.46,68.68,67.14,67.63,4357
2024-09-16 00:00:00,1726444800000,67.81,68.95,67.11,68.42,3554
2024-09-15 00:00:00,1726358400000,66.81,68.02,66.36,67.81,2610
2024-09-12 00:00:00,1726099200000,67.32,67.82,66.34,66.87,2084
2024-09-11 00:00:00,1726012800000,65.64,67.52,65.54,67.06,2805
2024-09-10 00:00:00,1725926400000,64.75,65.93,64.06,65.65,3569
2024-09-09 00:00:00,1725840000000,66.67,66.98,63.73,64.74,3650
